1, 5, 0.111, 2.22
1, 9, 0.06, 1.2
1, 14, 0.06, 1.2
1, 21, 0.11, 2.2
2, 3, 0.1, 2
2, 12, 0.055, 1.1
2, 21, 0.085, 1.7
3, 10, 0.055, 1.1
3, 16, 0.06, 1.2
3, 23, 0.06, 1.2
4, 7, 0.13, 2.6
4, 9, 0.06, 1.2
4, 15, 0.08, 1.6
4, 16, 0.065, 1.3
5, 6, 0.12, 2.4
5, 24, 0.035, 0.7
6, 13, 0.06, 1.2
6, 17, 0.11, 2.2
6, 22, 0.135, 2.7
7, 8, 0.1, 2
7, 11, 0.055, 1.1
7, 19, 0.06, 1.2
7, 23, 0.045, 0.9
8, 22, 0.095, 1.9
10, 16, 0.08, 1.6
10, 23, 0.065, 1.3
11, 23, 0.08, 1.6
14, 18, 0.05, 1
15, 17, 0.06, 1.2
15, 19, 0.04, 0.8
17, 22, 0.075, 1.5
18, 24, 0.075, 1.5
20, 24, 0.045, 0.9
