1, 2, 0.0655, 0.655
1, 9, 0.0864, 0.864
1, 51, 0.1105, 1.105
3, 4, 0.0899, 0.899
3, 51, 0.2057, 2.057
4, 5, 0.1451, 1.451
4, 7, 0.124, 1.24
5, 6, 0.0813, 0.813
6, 28, 0.1549, 1.549
7, 8, 0.1004, 1.004
8, 25, 0.0793, 0.793
8, 27, 0.1595, 1.595
8, 33, 0.1923, 1.923
9, 17, 0.1611, 1.611
9, 22, 0.208, 2.08
9, 23, 0.1363, 1.363
10, 23, 0.1885, 1.885
10, 31, 0.0917, 0.917
11, 12, 0.1417, 1.417
11, 52, 0.1504, 1.504
12, 13, 0.1701, 1.701
12, 45, 0.1331, 1.331
13, 43, 0.1072, 1.072
14, 15, 0.1805, 1.805
14, 46, 0.131, 1.31
14, 50, 0.2247, 2.247
14, 52, 0.2212, 2.212
15, 16, 0.091, 0.91
16, 40, 0.129, 1.29
17, 18, 0.1831, 1.831
18, 19, 0.068, 0.68
18, 21, 0.0984, 0.984
19, 20, 0.0962, 0.962
21, 54, 0.0578, 0.578
22, 23, 0.185, 1.85
22, 54, 0.1886, 1.886
23, 24, 0.082, 0.82
24, 25, 0.0894, 0.894
26, 27, 0.068, 0.68
27, 28, 0.1145, 1.145
28, 53, 0.1635, 1.635
29, 30, 0.1165, 1.165
30, 43, 0.1465, 1.465
30, 54, 0.102, 1.02
31, 37, 0.0447, 0.447
32, 39, 0.1458, 1.458
33, 34, 0.0813, 0.813
33, 39, 0.1193, 1.193
34, 35, 0.076, 0.76
35, 36, 0.0446, 0.446
36, 53, 0.128, 1.28
37, 43, 0.1008, 1.008
38, 39, 0.119, 1.19
38, 44, 0.1274, 1.274
40, 41, 0.1387, 1.387
41, 42, 0.1522, 1.522
41, 53, 0.1734, 1.734
42, 47, 0.182, 1.82
42, 48, 0.177, 1.77
44, 45, 0.1018, 1.018
46, 47, 0.129, 1.29
48, 49, 0.1576, 1.576
49, 50, 0.0918, 0.918
